PLOT_BID,CROSS_GROUP,BREEDER_CODE,SOURCE,PEDIGREE,ORIGIN,CROSS_NAME,BARCODE,EL,FMATR,LNTH,MIC,SFC,STRN,UNIF,PLOT_BID1,SCW,LINT,FSW,LP,TRUN_OUT,BSW
P00000000879545114997101,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997101,7.2,86,1.195,4.62,5.7,32.1,86.1,P00000000879545114997101,30.2,10.7,18.6,36.52,35.43,14
P00000000879545114997102,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997102,6.6,88,1.188,5.23,6.8,34.3,84.9,P00000000879545114997102,88.5,31.9,54.8,36.79,36.05,42.6
P00000000879545114997103,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997103,,,,,,,,P00000000879545114997103,78.5,27.7,49.4,35.93,35.29,38.3
P00000000879545114997104,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997104,7.6,88,1.227,5.31,5.2,32.8,86.8,P00000000879545114997104,77.5,30.9,44.8,40.82,39.87,34.1
P00000000879545114997105,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997105,,,,,,,,P00000000879545114997105,92.7,32.9,56.3,36.88,35.49,47.6
P00000000879545114997106,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997106,8,88,1.128,5.4,7.1,32.8,85.5,P00000000879545114997106,67.3,25.6,40.2,38.91,38.04,33
P00000000879545114997107,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997107,7.7,88,1.146,5.28,6.7,34.7,85.3,P00000000879545114997107,97.8,37.3,58.5,38.94,38.14,45.2
P00000000879545114997108,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997108,,,,,,,,P00000000879545114997108,68.1,28.1,38.5,42.19,41.26,27.7
P00000000879545114997109,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997109,,,,,,,,P00000000879545114997109,17.5,6.1,11,35.67,34.86,7.9
P00000000879545114997110,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997110,,,,,,,,P00000000879545114997110,88,35.2,51.6,40.55,40,41.5
P00000000879545114997111,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997111,7.3,87,1.188,4.84,6.7,33.7,85.2,P00000000879545114997111,96,36.7,57.6,38.92,38.23,48.4
P00000000879545114997113,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997113,6.5,89,1.172,5.37,6.2,35.2,85.5,P00000000879545114997113,77.5,28.9,47.2,37.98,37.29,38.4
P00000000879545114997114,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997114,,,,,,,,P00000000879545114997114,104.5,38.4,64,37.5,36.75,51.3
P00000000879545114997115,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997115,6.7,88,1.192,5.26,5.9,33.1,85.4,P00000000879545114997115,84.1,30.2,52.5,36.52,35.91,43.8
P00000000879545114997116,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997116,6.9,89,1.164,5.44,6,30.8,85.2,P00000000879545114997116,89.1,34.1,54.1,38.66,38.27,44.9
P00000000879545114997117,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997117,5.9,89,1.152,5.1,5.3,36.9,86.3,P00000000879545114997117,99.9,35.9,61.8,36.75,35.94,49.6
P00000000879545114997118,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997118,6.7,87,1.187,4.86,7.5,34.6,84.8,P00000000879545114997118,81.2,31.3,48.1,39.42,38.55,39.1
P00000000879545114997119,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997119,6.9,89,1.189,5.42,6.5,33.3,85.6,P00000000879545114997119,89.2,34.7,52.8,39.66,38.9,42.3
P00000000879545114997122,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997122,7,86,1.142,4.35,7,33.7,84.6,P00000000879545114997122,94.4,32.5,59.9,35.17,34.43,50.1
P00000000879545114997123,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997123,7.8,87,1.169,5.04,6.4,37.9,85.9,P00000000879545114997123,111.9,42.9,67.5,38.86,38.34,56
P00000000879545114997124,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997124,6.3,89,1.235,5.6,6.2,29.4,85.8,P00000000879545114997124,86.6,33.1,51.8,38.99,38.22,42.5
P00000000879545114997125,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997125,6.4,88,1.257,4.93,5.9,33.2,86.8,P00000000879545114997125,83.2,29.2,51.5,36.18,35.1,37.6
P00000000879545114997126,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997126,,,,,,,,P00000000879545114997126,99,38.1,58.8,39.32,38.48,45.2
P00000000879545114997127,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997127,7.7,87,1.214,5.14,5.4,32.6,86.2,P00000000879545114997127,55.6,22.1,32.4,40.55,39.75,26
P00000000879545114997128,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997128,,,,,,,,P00000000879545114997128,114.9,44.4,68.5,39.33,38.64,54.8
P00000000879545114997129,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997129,7,88,1.221,5.38,6.3,28.7,85.7,P00000000879545114997129,109,39.6,67.3,37.04,36.33,56.2
P00000000879545114997130,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997130,,,,,,,,P00000000879545114997130,99,36.9,59.8,38.16,37.27,48.2
P00000000879545114997131,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997131,,,,,,,,P00000000879545114997131,92.3,35,55.6,38.63,37.92,45.9
P00000000879545114997132,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997132,7.4,88,1.241,5.18,5.2,34.6,86.8,P00000000879545114997132,79.5,28.7,49,36.94,36.1,39.2
P00000000879545114997133,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997133,7,88,1.151,5.39,6.3,30,85.7,P00000000879545114997133,99,38.1,59.8,38.92,38.48,48.9
P00000000879545114997134,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997134,6.9,89,1.198,5.45,5.7,33,86.4,P00000000879545114997134,91.6,31.5,57.6,35.35,34.39,46.6
P00000000879545114997135,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997135,6.8,88,1.164,5.19,6.3,33.5,85.3,P00000000879545114997135,99.5,37.5,60.2,38.38,37.69,49.4
P00000000879545114997136,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997136,6.5,89,1.177,5.66,6.2,31.7,85,P00000000879545114997136,96.2,34.8,59.2,37.02,36.17,48.9
P00000000879545114997137,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997137,,,,,,,,P00000000879545114997137,97,37.7,58.1,39.35,38.87,48.4
P00000000879545114997138,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997138,6.5,87,1.214,4.69,6.6,33.6,86.4,P00000000879545114997138,49.9,17.8,30.7,36.7,35.67,25.7
P00000000879545114997139,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997139,6.5,87,1.205,4.84,6.5,31.3,85.7,P00000000879545114997139,80.9,29.9,49.9,37.47,36.96,39.7
P00000000879545114997140,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997140,,,,,,,,P00000000879545114997140,29.1,11.5,16.8,40.64,39.52,13
P00000000879545114997141,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997141,6.8,89,1.206,5.63,6,30.6,85.7,P00000000879545114997141,79.2,30,47.6,38.66,37.88,39.1
P00000000879545114997142,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997142,,,,,,,,P00000000879545114997142,68.7,24.5,43,36.3,35.66,33.7
P00000000879545114997143,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997143,6.6,88,1.211,5.3,5.7,32,85.7,P00000000879545114997143,88.5,31.9,54.6,36.88,36.05,44.7
P00000000879545114997144,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997144,7,89,1.197,5.49,5.8,38.7,85.7,P00000000879545114997144,96.4,37.4,57.3,39.49,38.8,47.9
P00000000879545114997145,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997145,5.8,88,1.195,4.9,6.4,32.1,85.7,P00000000879545114997145,70.1,24.1,44,35.39,34.38,33.7
P00000000879545114997146,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997146,7.2,89,1.231,5.51,6,33.6,86.3,P00000000879545114997146,82.9,32.5,48.5,40.12,39.2,40.6
P00000000879545114997147,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997147,7.3,87,1.218,4.95,6.1,31.7,85.5,P00000000879545114997147,83.5,33.7,48.4,41.05,40.36,41.6
P00000000879545114997148,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997148,6.2,89,1.212,5.54,6.5,33,84.9,P00000000879545114997148,64.1,22.3,39.4,36.14,34.79,30.3
P00000000879545114997149,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997149,,,,,,,,P00000000879545114997149,57.6,22.1,34.5,39.05,38.37,28.5
P00000000879545114997150,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997150,7.1,87,1.226,4.93,6,34.5,85.7,P00000000879545114997150,107.8,41.2,64.2,39.09,38.22,55
P00000000879545114997151,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997151,,,,,,,,P00000000879545114997151,61,22.2,38,36.88,36.39,30.9
P00000000879545114997152,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997152,6.6,87,1.218,4.87,5.8,30.1,85.7,P00000000879545114997152,93,32.3,59.3,35.26,34.73,46.8
P00000000879545114997153,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997153,7,87,1.159,4.88,6.5,34.4,85.4,P00000000879545114997153,91.2,34.6,54.9,38.66,37.94,45.2
P00000000879545114997154,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997154,8.3,87,1.159,4.88,7,38.3,84.7,P00000000879545114997154,93.2,35.4,56.1,38.69,37.98,46.2
P00000000879545114997155,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997155,,,,,,,,P00000000879545114997155,53.7,18.6,32.9,36.12,34.64,25
P00000000879545114997156,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997156,8.3,86,1.239,4.81,6.1,35.9,86.4,P00000000879545114997156,98.6,35.6,61.5,36.66,36.11,49.8
P00000000879545114997157,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997157,,,,,,,,P00000000879545114997157,75.7,30.1,44.3,40.46,39.76,33.6
P00000000879545114997158,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997158,,,,,,,,P00000000879545114997158,62.1,22.6,38,37.29,36.39,4.6
P00000000879545114997159,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997159,,,,,,,,P00000000879545114997159,96.5,37.3,57,39.55,38.65,45.6
P00000000879545114997160,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997160,6.7,88,1.174,5.23,6.4,32.2,85.3,P00000000879545114997160,65.3,23,40.6,36.16,35.22,30.7
P00000000879545114997161,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997161,7.4,87,1.233,4.75,6.2,36.7,86.6,P00000000879545114997161,109.3,38.5,66.3,36.74,35.22,53
P00000000879545114997162,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997162,,,,,,,,P00000000879545114997162,70.8,28.5,40.5,41.3,40.25,32.4
P00000000879545114997163,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997163,,,,,,,,P00000000879545114997163,68.3,26.1,41.1,38.84,38.21,34
P00000000879545114997164,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997164,,,,,,,,P00000000879545114997164,97.2,37.1,58.3,38.89,38.17,47.9
P00000000879545114997165,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997165,7.4,88,1.212,5.29,5.8,36.3,85.8,P00000000879545114997165,99.9,36.8,61.6,37.4,36.84,50.4
P00000000879545114997166,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997166,6.9,88,1.216,5.01,7,34.3,85.5,P00000000879545114997166,86.9,33.7,50.8,39.88,38.78,41.8
P00000000879545114997167,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997167,,,,,,,,P00000000879545114997167,80.4,28.5,49.7,36.45,35.45,39.2
P00000000879545114997168,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997168,6.2,89,1.177,5.57,5.7,33.4,85.3,P00000000879545114997168,115.6,43.3,69.9,38.25,37.46,57.5
P00000000879545114997169,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997169,6.3,89,1.194,5.53,6,34.6,86.4,P00000000879545114997169,70.9,27.3,41.3,39.8,38.5,34.2
P00000000879545114997170,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997170,,,,,,,,P00000000879545114997170,67,23.4,42,35.78,34.93,33.7
P00000000879545114997171,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997171,6.1,89,1.176,5.46,6.4,32.5,86.3,P00000000879545114997171,79.3,30.6,46.2,39.84,38.59,36.6
P00000000879545114997172,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997172,6.9,89,1.224,5.52,5.6,28.3,86.7,P00000000879545114997172,87.9,36.8,48.2,43.29,41.87,39.9
P00000000879545114997174,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997174,6.8,88,1.231,5.31,5.6,32.5,86.1,P00000000879545114997174,49.8,18.4,30.6,37.55,36.95,24.8
P00000000879545114997175,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997175,6.4,88,1.173,5.26,6.5,32.5,85.2,P00000000879545114997175,111.1,42.1,67.3,38.48,37.89,55.6
P00000000879545114997176,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997176,7.1,86,1.168,4.58,7.4,33.3,84.2,P00000000879545114997176,83.6,35,47.4,42.48,41.87,38.6
P00000000879545114997177,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997177,6.7,89,1.206,5.58,6.2,30.6,85.9,P00000000879545114997177,82.8,31.4,48.8,39.15,37.92,39
P00000000879545114997178,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997178,,,,,,,,P00000000879545114997178,90.4,34.9,54.5,39.04,38.61,43.7
P00000000879545114997179,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997179,7.9,88,1.153,5.5,6.3,35.7,85.2,P00000000879545114997179,76.3,28.8,45,39.02,37.75,35.4
P00000000879545114997180,G13N011,G,14 04 EY CG GCBAGH-PELON_00006_00017_1_@_$,EY_09X106/08Y499:0002.@$@$,09X106/08Y499,G13N011,P00000000879545114997180,6.8,88,1.203,5.25,5.8,34.7,85.8,P00000000879545114997180,86.5,33.6,51.7,39.39,38.84,41.6
P00000000879545139326195,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326195,5.6,86,1.316,3.89,5,35.9,84.8,P00000000879545139326195,131.5,45.6,84.4,35.08,34.68,71.2
P00000000879545139326196,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326196,,,,,,,,P00000000879545139326196,42.4,16.8,24.3,40.88,39.62,19
P00000000879545139326197,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326197,,,,,,,,P00000000879545139326197,115.3,47,66.3,41.48,40.76,55.9
P00000000879545139326198,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326198,6.6,87,1.222,4.7,6.2,32.5,84.9,P00000000879545139326198,83.6,34.8,47.4,42.34,41.63,40.6
P00000000879545139326200,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326200,7.2,88,1.257,5.09,7.1,32.6,84.7,P00000000879545139326200,70.9,29.5,39.9,42.51,41.61,33
P00000000879545139326202,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326202,6.2,89,1.274,5.41,6.3,32.9,84.3,P00000000879545139326202,111,46.8,62.1,42.98,42.16,51.9
P00000000879545139326203,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326203,,,,,,,,P00000000879545139326203,118.9,50.2,65.4,43.43,42.22,55.9
P00000000879545139326204,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326204,,,,,,,,P00000000879545139326204,107.7,41.4,64.1,39.24,38.44,54.6
P00000000879545139326205,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326205,5.9,87,1.178,4.32,7.6,36.6,83.5,P00000000879545139326205,127.6,51.7,73.5,41.29,40.52,60.8
P00000000879545139326206,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326206,5.8,88,1.189,4.95,6.7,34.6,84.9,P00000000879545139326206,95.4,35.7,56.7,38.64,37.42,48.2
P00000000879545139326207,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326207,5.8,85,1.225,3.73,8.2,35.1,83.3,P00000000879545139326207,38.5,14.9,22.9,39.42,38.7,17.8
P00000000879545139326209,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326209,,,,,,,,P00000000879545139326209,60.1,25,34,42.37,41.6,27
P00000000879545139326210,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326210,6.9,88,1.208,4.98,6.3,33,85.3,P00000000879545139326210,119,49.1,67.8,42,41.26,56.6
P00000000879545139326211,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326211,7.5,88,1.361,5.05,4.4,39,86.3,P00000000879545139326211,36.1,14.7,20.7,41.53,40.72,17.4
P00000000879545139326212,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326212,,,,,,,,P00000000879545139326212,119.1,50.1,66.8,42.86,42.07,57.6
P00000000879545139326213,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326213,5.8,87,1.235,4.35,6.7,29.2,84.6,P00000000879545139326213,98,36.9,58.7,38.6,37.65,48.2
P00000000879545139326214,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326214,6.6,88,1.235,5.03,6.6,34.7,85.1,P00000000879545139326214,115.1,48.7,65.7,42.57,42.31,53.1
P00000000879545139326215,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326215,6.7,87,1.242,4.73,6.7,28.6,84.1,P00000000879545139326215,109.7,40.8,66.8,37.92,37.19,56.3
P00000000879545139326216,G13N003,G,14 04 EY CG GCBAGH-PELON_00071_00014_1_2_$,EY_10H424/10Y0402:[&32].@$@$,10H424/10Y0402,G13N003,P00000000879545139326216,,,,,,,,P00000000879545139326216,111.4,44.5,65,40.64,39.95,55.9
